Sr No.,Description,Model No,Buy Price,Unnamed: 4,Unnamed: 5,GST,MSRP,Updated Date,Remarks
28.0,55'' Professional UHD Display,QB55R,57500,74750,889.8809524,0.28,,,
29.0,55'' Professional UHD Display,QM55B,58000,75400,897.6190476,0.28,,,
30.0, 55” - All-in-One Touch Display,QM55B-T,115000,149500,1779.761905,0.28,,2025-04-01 00:00:00,
31.0,65'' Professional UHD Display,HG65AU800,57000,74100,882.1428571,0.28,,,
32.0,65'' Professional UHD Display,QB65B,67000,87100,1036.904762,0.28,,,
33.0,65'' Professional UHD Display,QM65B,78000,101400,1207.142857,0.28,,,
34.0,65'' Professional UHD Display,QB65R,89000,115700,1377.380952,0.28,,,
35.0,75'' Professional UHD Display,QB75B,122000,158600,1888.095238,0.28,,,
36.0,75'' Professional UHD Display,QE75T,115000,149500,1779.761905,0.28,,,
37.0,75'' Professional UHD Display,QM75B,155000,201500,2398.809524,0.28,,,
38.0,75'' Professional UHD Display,QB75R,188000,244400,2909.52381,0.28,,,
39.0,82'' Professional UHD Display,QE82T,180000,234000,2785.714286,0.28,,,
40.0,85'' Professional UHD Display,QB85R-B,200000,260000,3095.238095,0.28,,,
41.0,85'' Professional UHD Display,QB85R,222000,288600,3435.714286,0.28,,,
42.0,85'' Professional UHD Display,QM85R-B,222000,288600,3435.714286,0.28,,,
43.0,85'' Professional UHD Display,QM85R,233000,302900,3605.952381,0.28,,,
44.0,98'' Professional UHD Display,QB98T,585000,760500,9053.571429,0.28,,,
45.0,98'' Professional UHD Display,QM98T,775000,1007500,11994.04762,0.28,,,
46.0,98'' Professional UHD Display,QM98N,820000,1066000,12690.47619,0.28,,,
47.0,"130"" Diagonal Active LED Wall",IE015R,3700000,4810000,57261.90476,0.28,,,
48.0,"130"" Diagonal Seamless Active LED Wall",IF015H,4708000,6120400,72861.90476,0.28,,,
49.0,43'' Touch Display,QM43R-T,86000,111800,1330.952381,0.28,,,
50.0,55'' Touch Display,WM55R,125000,162500,1934.52381,0.28,,,
51.0,55'' Touch Display,QM55R-T,137000,178100,2120.238095,0.28,,,
52.0,65'' Touch Display,WM65A,143000,185900,2213.095238,0.28,,,
53.0,65'' Touch Display,WM65R,129000,167700,1996.428571,0.28,,,
54.0,75'' Professional UHD Display - Touch Interactive,WM75A,235000,305500,3636.904762,0.28,,,
55.0,85'' Professional UHD Display - Touch Interactive,WM85A,335000,435500,5184.52381,0.28,,,
56.0,85'' Professional UHD Display - Touch Interactive,WM85R,385000,500500,5958.333333,0.28,,,
57.0,Expansin Tray for Touch Display,CY-TF65BRC,13500,17550,208.9285714,0.28,,,
58.0,55'' Videowall Display,VM55T-E,140000,182000,2166.666667,0.28,,,
59.0,55'' Videowall Display,VM55B-E,110000,143000,1702.380952,0.28,,,
60.0,55'' Videowall Display,VM55B-U,94000,122200,1454.761905,0.28,,,
61.0,MediaPlayer,MediaPlayer,15000,19500,232.1428571,0.18,,,
62.0,Magic Info Premium Software,MIP70PA,9000,11700,139.2857143,0.18,,,
63.0,"55"" Crystal UHD 4K Smart TV ","55DU7000KLXL

",66900,86970,1035.357143,0.28,,,
64.0,"65"" Crystal UHD 4K Smart TV ","65DU7000KLXL

",94990,123487,1470.083333,0.28,,,
65.0,55”4K Ultra HD LED Smart Tizen TV,"UA55U8100FULXL

",50400,65520,780,0.28,,2025-06-26 00:00:00,Recent Model
66.0,"65""Crystal 4K UHD Smart TV",UA65U8100FULXL,73400,95420,1135.952381,0.28,,2025-06-26 00:00:00,
67.0,"75""Crystal 4K UHD Smart TV",UA75U8000FUXXL,96600,125580,1495,0.28,,2025-06-26 00:00:00,
68.0," 75""QLED 4K Smart TV",QA75Q7FAAUXXL,157400,204620,2435.952381,0.28,,2025-06-26 00:00:00,
69.0,"55"" BED-H Series 4K Business Pro TV
Brightness(Typ.) : 300 nits
Resolution : ULTRA HD (3,840 x 2,160) ",BE55D-H,35500,46150,549.4047619,0.28,,2025-06-30 00:00:00,
70.0,"75"" WAC eboard Interactive Display
Resolution: 3,840 x 2,160
Pixel Pitch (HxV): 429.6(H)×429.6(V)
Brightness (Typ): 400 nit",75WAC,86000,111800,1330.952381,0.28,,2025-06-30 00:00:00,
71.0,"65"" Samsung Interactive Display WAF Series
Resolution: 3,840 x 2,160 (Landscape)
Contrast Ratio (Typ): 1,200:1
Brightness (Typ.): 400cd/m2",WA65F,66000,85800,1021.428571,0.28,,2025-08-19 00:00:00,
72.0,Business TV BEFX-H 4K,BE75F-X,77000,100100,1191.666667,0.28,,2025-08-20 00:00:00,
73.0,Business TV BEFX-H 4K,BE85F-X,118000,153400,1826.190476,0.28,,2025-08-20 00:00:00,
74.0,Business TV BEFX-H 4K,BE98D,340000,442000,5261.904762,0.28,,2025-08-20 00:00:00,
75.0,Business TV BEFX-H 4K,BE50F-X,30000,39000,464.2857143,0.28,,2025-08-20 00:00:00,
76.0,Business TV BEFX-H 4K,BE55F-X,32500,42250,502.9761905,0.28,,2025-08-20 00:00:00,
77.0,"Samsung QH43C 43"" 4K UHD Commercial Display",QH43C,45000,58500,696.4285714,0.28,,2025-08-22 00:00:00,
78.0,"Samsung QH65C 65"" 4K UHD Commercial Monitor", QH65C ,75000,97500,1160.714286,0.28,,2025-08-22 00:00:00,
